x,y,cluster_x,cluster_y,income,category,year,value
0.0,-42.05022929102775,22.440211054643758,62.53844840826589,53276.77793441904,A,2002,100.0
0.020004000800160033,25.34172125740756,14.804766344294125,55.57483450693712,49121.875911190175,C,2005,100.70835681157486
0.040008001600320066,-49.63053101024117,17.111292310941145,45.67982048857191,53477.962677941534,C,2001,101.41609327853973
0.0600120024004801,30.95388275827498,21.227117463480468,50.15659259962175,58450.88878645659,D,2009,102.1225896687348
0.08001600320064013,5.871257653701598,24.015650484876108,47.570448922128776,46586.1421313789,B,2010,102.82722747429595
0.10002000400080016,10.346114244593377,15.476775765389903,45.26824982906878,51982.53394689696,A,2010,103.52939002229152
0.1200240048009602,3.6712221429537806,25.83741490157022,47.15546687675151,36798.42550260613,A,2001,104.2284630835476
0.14002800560112022,-5.844387483141082,13.462639819255307,46.48848059672688,37609.079011478425,A,2012,104.92383547906046
0.16003200640128026,-15.018565011834283,30.463861785042017,54.889950126390104,50448.51476668058,A,2019,105.6148996833979
0.1800360072014403,-37.29293913618584,11.310699275291267,49.67791293774759,66130.98637775898,D,2006,106.30105242449328
0.20004000800160032,6.578036907807158,15.885257340870085,56.75920154230985,49904.88691735812,D,2009,106.98169527924047
0.22004400880176037,-62.83057217432761,19.753791984850952,49.470227813399646,36491.70761612961,B,2019,107.65623526430143
0.2400480096019204,-36.02041384649332,20.76589429111281,52.068574678876885,52819.778432133804,D,2007,108.32408542154336
0.2600520104020804,41.39566562157035,21.96682485288015,56.6545828495095,45446.81680086271,D,2016,108.98466539752721
0.28005601120224044,-14.811784349648637,18.91302063527436,53.63025937789664,55147.050290836814,D,2014,109.63740201647568
0.3000600120024005,-9.412553094337731,23.541484475167316,52.03004074811065,48694.051584030974,C,2002,110.28172984615472
0.3200640128025605,-10.98903645954607,17.72986466865666,51.87279800005565,61559.81482975612,B,2011,110.91709175611022
0.34006801360272054,-17.04860531510007,24.343794893954186,57.64980189813696,35385.34079760953,C,2017,111.54293946770848
0.3600720144028806,9.114585668449651,20.631501560762764,47.29963150250282,39788.21110054186,A,2001,112.15873409543742
0.38007601520304063,3.8513610921515564,13.292028912208872,54.52645887101271,52435.05781102767,D,2016,112.7639466789344
0.40008001600320064,-29.116551813179232,21.239479983659116,50.82999738022543,44898.264568458515,B,2017,113.35805870521502
0.4200840168033607,-53.69882055736035,20.718944174775977,46.22378879270352,58826.166443603484,D,2017,113.94056262058757
0.44008801760352073,-2.827004343134246,14.58591233930127,43.624234782678805,70010.72333311621,C,2019,114.5109623317477
0.46009201840368075,32.406114167262416,17.358382693379898,54.27334937908802,49019.54608774576,D,2006,115.06877369555843
0.4800960192038408,49.77555641631633,16.528679935759776,46.95887159630224,44763.61037577042,D,2013,115.61352499703216
0.5001000200040008,-2.08241693094282,21.249322464878084,48.27783170378354,54899.02843898912,C,2017,116.14475741504265
0.5201040208041608,-2.6581661327400012,13.618707173068444,50.76385872876816,33906.82241454777,D,2021,116.66202547530727
0.5401080216043209,3.7689980036347395,12.982115404769175,46.76519598626659,51252.41015757812,C,2002,117.1648974901922
0.5601120224044809,13.963199434683439,21.273907885777266,57.725544712589965,59372.91730551157,B,2000,117.65295598490644
0.580116023204641,-20.79910737919629,18.733038528014973,41.34415734014499,51256.533560494194,A,2007,118.12579810966389
0.600120024004801,65.18405159190458,13.602717111121313,44.347098132014686,47765.432289425145,D,2005,118.5830360374065
0.620124024804961,-7.907352618343861,25.630632684012994,49.40119424763098,51644.847602839116,C,2009,119.02429734669586
0.640128025605121,37.250963347470446,14.20538084952688,57.64151548070496,52114.93697341525,B,2010,119.44922538939528
0.6601320264052811,-18.500098000304213,16.40719104832871,49.01837841175347,51618.35883425884,C,2002,119.85747964277924
0.6801360272054411,7.100307192029698,17.361759055427555,47.18610189047581,47991.51325496897,C,2007,120.24873604572268
0.7001400280056012,-16.14838392325884,24.485864672754385,44.29276149954224,46368.25818531144,B,2004,120.62268731863813
0.7201440288057612,-29.84306159872698,26.42164730900365,45.42706439536212,46279.169683341235,D,2020,120.97904326684487
0.7401480296059212,30.243923311780357,25.682438438083928,53.282345850161455,56386.3458653469,A,2003,121.3175310670707
0.7601520304060813,24.486395432807054,16.394926253873578,56.37928188358813,48401.57765521478,D,2006,121.63789553680324
0.7801560312062413,-41.705564626299626,19.609900327916048,51.59569776602822,51211.09946017306,A,2002,121.93989938622502
0.8001600320064013,-5.992317928422943,18.88542723866743,49.57467312813865,59154.617214281796,A,2008,122.22332345248354
0.8201640328065614,57.4832068873387,23.57470701880624,51.52520337797446,30230.654225073522,C,2006,122.48796691606518
0.8401680336067214,64.95825580804349,18.576253790110567,43.52866007369403,59746.32232852795,D,2004,122.733647499059
0.8601720344068814,1.458842806028849,15.67500011632491,50.829169100755465,41833.184434435025,B,2004,122.96020164511505
0.8801760352070415,-33.25953185558582,17.463020123893887,52.764874048119054,58996.173152042116,C,2004,123.16748468091933
0.9001800360072015,-60.87197209750161,17.816191031544122,41.95452824548314,38964.16085339489,C,2000,123.35537095902595
0.9201840368073615,39.13798296109743,28.935292903660827,59.807855098148515,53294.50353351932,D,2010,123.52375398190568
0.9401880376075216,-21.888373263657357,35.85867197577534,56.20910656116444,77835.96026430756,B,2018,123.67254650708816
0.9601920384076816,58.906953177613474,20.718008826046542,43.890305910866275,35957.46937539481,B,2009,123.80168063329411
0.9801960392078416,10.630318013236307,26.9616341304092,46.87531511488006,37423.398866323594,D,2005,123.91110786747254
1.0002000400080016,26.735586797549672,20.374786097557333,44.028514617441694,62666.373934133895,C,2019,124.00079917267666
1.0202040408081616,14.027368524559385,15.84812210153471,46.84188028940088,49892.40330464111,D,2020,124.07074499673138
1.0402080416083217,15.694875537176003,13.342742448255873,52.99486796964436,59156.92735772517,B,2000,124.12095528166375
1.0602120424084818,-3.3742673774254257,19.74446095009928,56.2575168157361,43340.06053261872,D,2019,124.1514594538877
1.0802160432086418,-34.39255213144221,16.67691086864957,55.30655050717852,44343.234681626054,A,2007,124.16230639515186
1.100220044008802,7.4512023047741,26.639342071971292,37.84707538214769,64343.21558712396,A,2002,124.15356439428004
1.1202240448089618,9.85119627202919,18.831809642574,54.45520485729527,39274.5397959228,A,2001,124.12532107975137
1.1402280456091218,-8.043408168982861,19.568362766885905,51.99392410425352,56276.19792296613,A,2002,124.07768333318703
1.160232046409282,-12.44679469009951,25.838210113553405,42.87698479444116,54362.92579682941,C,2001,124.01077718382871
1.180236047209442,37.65813437914628,24.120328047671677,54.711302703791375,58817.1730228591,D,2020,123.92474768411324
